Strain,Stress(Pa)
0.15115577889447238,485478981.6358768
0.1527638190954774,486232560.8373553
0.15437185929648242,486982140.425835
0.15597989949748745,487727783.41698503
0.15758793969849247,488469551.18891966
0.1591959798994975,489207503.54116213
0.16080402010050251,489941698.7509066
0.16241206030150754,490672193.6267276
0.16402010050251256,491399043.55987805
0.16562814070351758,492122302.5733057
0.1672361809045226,492842023.3685118
0.16884422110552763,493558257.37036574
0.17045226130653265,494271054.7699858
0.1720603015075377,494980464.56578386
0.17366834170854273,495686534.6027727
0.17527638190954775,496389311.6102219
0.17688442211055277,497088841.23774874
0.1784924623115578,497785168.0899209
0.18010050251256282,498478335.75944734
0.18170854271356784,499168386.8590247
0.18331658291457287,499855363.0519078
0.1849246231155779,500539305.08126366
0.18653266331658291,501220252.7983701
0.18814070351758794,501898245.1897118
0.18974874371859296,502573320.40302753
0.19135678391959798,503245515.77235746
0.192964824120603,503914867.8421365
0.19457286432160806,504581412.39037824
0.19618090452261308,505245184.4509913
0.1977889447236181,505906218.3352666
0.19939698492462313,506564547.6525736
0.20100502512562815,507220205.3303009
0.20261306532663317,507873223.6330737
0.2042211055276382,508523634.18128127
0.20582914572864322,509171467.96894324
0.20743718592964824,509816755.38094425
0.20904522613065327,510459526.20966333
0.2106532663316583,511099809.6710244
0.2122613065326633,511737634.4199916
0.21386934673366834,512373028.56553394
0.21547738693467336,513006019.68507946
0.21708542713567838,513636634.83848214
0.21869346733668343,514264900.5815199
0.22030150753768846,514890842.9789436
0.22190954773869348,515514487.61709464
0.2235175879396985,516135859.616109
0.22512562814070353,516754983.6417239
0.22673366834170855,517371883.9167023
0.22834170854271357,517986584.2318917
0.2299497487437186,518599107.9569293
0.23155778894472362,519209478.0506097
0.23316582914572864,519817717.0709254
0.23477386934673367,520423847.1847952
0.2363819095477387,521027890.1774905
0.2379899497487437,521629867.46177125
0.23959798994974874,522229800.0867437
0.2412060301507538,522827708.7464476
0.2428140703517588,523423613.7881857
0.24442211055276383,524017535.2206032
0.24603015075376886,524609492.72152674
0.24763819095477388,525199505.6455717
0.2492462311557789,525787593.0315261
0.2508542713567839,526373773.6095187
0.252462311557789,526958065.80798006
0.254070351758794,527540487.76040196
0.255678391959799,528121057.31190425
0.25728643216080405,528699792.0256144
0.25889447236180907,529276709.188867
0.2605025125628141,529851825.81922877
0.2621105527638191,530425158.67035615
0.26371859296482414,530996724.2376892
0.26532663316582916,531566538.7639897
0.2669346733668342,532134618.2447265
0.2685427135678392,532700978.433315
0.27015075376884423,533265634.8462141
0.27175879396984925,533828602.7678865
0.2733668341708543,534389897.2556259
0.2749748743718593,534949533.144256
0.2765829145728643,535507525.0507052
0.27819095477386935,536063887.37846124
0.27979899497487437,536618634.3219092
0.2814070351758794,537171779.8705571
0.2830150753768844,537723337.8131515
0.28462311557788944,538273321.7416887
0.28623115577889446,538821745.0553229
0.2878391959798995,539368620.9641743
0.2894472361809045,539913962.4930423
0.29105527638190953,540457782.485025
0.29266331658291456,541000093.6050482
0.2942713567839196,541540908.3433062
0.2958793969849246,542080239.0186194
0.2974874371859297,542618097.7817073
0.2990954773869347,543154496.6183827
0.30070351758793973,543689447.3526688
0.30231155778894475,544222961.6498389
0.3039195979899498,544755051.0193858
0.3055276381909548,545285726.8179181
0.3071356783919598,545815000.251988
0.30874371859296484,546342882.3808535
0.31035175879396987,546869384.1191735
0.3119597989949749,547394516.239642
0.3135678391959799,547918289.3755586
0.31517587939698494,548440714.023342
0.31678391959798996,548961800.5449831
0.318391959798995,549481559.1704439
0.32,550000000.0
