Strain,Stress(Pa)
0.0,0.0
0.0016080402010050252,331256281.4070352
0.0032160804020100503,359264782.9573874
0.004824120603015076,365390585.86813104
0.006432160804020101,370061283.91104263
0.008040201005025126,373988961.8733431
0.009648241206030151,377444596.92642826
0.011256281407035176,380566048.82388055
0.012864321608040201,383434825.20016074
0.014472361809045226,386103865.35827464
0.016080402010050253,388609857.9063889
0.017688442211055276,390979470.0473992
0.019296482412060303,393232806.5227801
0.020904522613065326,395385469.9718897
0.022512562814070353,397449857.4212786
0.024120603015075376,399436012.9210131
0.025728643216080403,401352209.0246777
0.02733668341708543,403205355.6056934
0.028944723618090452,405001294.8227743
0.03055276381909548,406745018.74348843
0.032160804020100506,408440833.05614763
0.03376884422110553,410092482.3469059
0.03537688442211055,411703247.42699194
0.036984924623115575,413276021.97353595
0.038592964824120606,414813373.6167722
0.04020100502512563,416317593.1659172
0.04180904522613065,417790734.6727833
0.04341708542713568,419234648.335045
0.045025125628140705,420651007.7437971
0.04663316582914573,422041332.6200703
0.04824120603015075,423407007.9208521
0.04984924623115578,424749299.9989644
0.051457286432160805,426069370.3537229
0.05306532663316583,427368287.3973554
0.05467336683417086,428647036.5763043
0.05628140703517588,429906529.1200968
0.057889447236180905,431147609.6386087
0.05949748743718593,432371062.7477448
0.06110552763819096,433577618.87121725
0.06271356783919597,434767959.340284
0.06432160804020101,435942720.89256585
0.06592964824120603,437102499.65428406
0.06753768844221106,438247854.67661786
0.06914572864321608,439379311.08572423
0.0707537688442211,440497362.89678454
0.07236180904522613,441602475.5348662
0.07396984924623115,442695088.09908855
0.07557788944723619,443775615.4013375
0.07718592964824121,444844449.8063723
0.07879396984924623,445901962.8964742
0.08040201005025126,446948506.98066014
0.08201005025125628,447984416.4658419
0.0836180904522613,449010009.10505784
0.08522613065326633,450025587.1359855
0.08683417085427136,451031438.3212957
0.08844221105527639,452027836.90099967
0.09005025125628141,453015044.465719
0.09165829145728643,453993310.75875944
0.09326633165829146,454962874.41395736
0.09487437185929648,455923963.63547426
0.0964824120603015,456876796.8250266
0.09809045226130654,457821583.16143477
0.09969849246231156,458758523.13684803
0.10130653266331659,459687809.0535391
0.10291457286432161,460609625.484755
0.10452261306532663,461524149.7027528
0.10613065326633166,462431552.0768325
0.10773869346733668,463331996.4438954
0.10934673366834172,464225640.45381486
0.11095477386934674,465112635.8916771
0.11256281407035176,465993128.97876
0.11417085427135679,466867260.65393895
0.11577889447236181,467735166.83705354
0.11738693467336683,468596978.6756279
0.11899497487437186,469452822.7762146
0.1206030150753769,470302821.4215152
0.12221105527638192,471147092.77433383
0.12381909547738694,471985751.06932527
0.12542713567839195,472818906.79341966
0.127035175879397,473646666.85572994
0.12864321608040202,474469134.7476819
0.13025125628140705,475286410.6940462
0.13185929648241207,476098591.7954954
0.1334673366834171,476905772.1632613
0.13507537688442212,477708043.04642
0.13668341708542714,478505492.9522928
0.13829145728643216,479298207.76041263
0.13989949748743719,480086270.83047044
0.1415075376884422,480869763.104627
0.14311557788944723,481648763.2045447
0.14472361809045226,482423347.5234685
0.14633165829145728,483193590.31366193
0.1479396984924623,483959563.7694812
0.14954773869346735,484721338.10634923
