Strain,Stress(Pa)
0.0,0.0
0.0008542713567839197,175125628.14070353
0.0017085427135678393,350251256.28140706
0.002562814070351759,496277273.8366366
0.0034170854271356787,511053369.1377014
0.004271356783919598,520076761.2767225
0.005125628140703518,527213508.7371687
0.005979899497487438,533307157.4214615
0.006834170854271357,538713895.747569
0.007688442211055277,543624088.3478758
0.008542713567839196,548153660.803301
0.009396984924623117,552379418.3048298
0.010251256281407037,556355358.2384399
0.011105527638190955,560121157.3897456
0.011959798994974876,563706984.6062837
0.012814070351758794,567136414.3608218
0.013668341708542715,570428283.9713608
0.014522613065326635,573597927.9697348
0.015376884422110553,576658027.3558686
0.016231155778894474,579619211.1413321
0.017085427135678392,582490493.1531626
0.017939698492462314,585279596.0975397
0.018793969849246233,587993196.5312493
0.01964824120603015,590637113.127742
0.020502512562814074,593216453.5003906
0.021356783919597992,595735730.2158661
0.02221105527638191,598198953.5494031
0.02306532663316583,600609706.4390303
0.02391959798994975,602971205.6442486
0.02477386934673367,605286352.0911514
0.02562814070351759,607557772.6528811
0.02648241206030151,609787855.081631
0.02733668341708543,611978777.4162004
0.028190954773869348,614132532.8968337
0.02904522613065327,616250951.1988034
0.02989949748743719,618335716.628477
0.030753768844221107,620388383.7966475
0.03160804020100503,622410391.183881
0.03246231155778895,624403072.9343728
0.033316582914572866,626367669.1531161
0.034170854271356785,628305334.932178
0.0350251256281407,630217148.292695
0.03587939698492463,632104117.197655
0.03673366834170855,633967185.7649875
0.037587939698492466,635807239.7896702
0.038442211055276385,637625111.6665208
0.0392964824120603,639421584.7913004
0.04015075376884422,641197397.5061545
0.04100502512562815,642953246.6457543
0.041859296482412066,644689790.7324489
0.042713567839195984,646407652.8619761
0.0435678391959799,648107423.3155899
0.04442211055276382,649789661.9296546
0.04527638190954774,651454900.2496734
0.04613065326633166,653103643.4922442
0.046984924623115584,654736372.3354732
0.0478391959798995,656353544.5558255
0.04869346733668342,657955596.527213
0.04954773869346734,659542944.596231
0.05040201005025126,661115986.3458221
0.05125628140703518,662675101.7582392
0.0521105527638191,664220654.2869418
0.05296482412060302,665752991.845995
0.05381909547738694,667272447.7246003
0.05467336683417086,668779341.4335681
0.05552763819095478,670273979.4898217
0.056381909547738696,671756656.1443894
0.057236180904522614,673227654.0587821
0.05809045226130654,674687244.9341583
0.05894472361809046,676135690.0972453
0.05979899497487438,677573241.0465926
0.060653266331658295,679000139.9623926
0.061507537688442214,680416620.182795
0.06236180904522613,681822906.6493675
0.06321608040201006,683219216.3241104
0.06407035175879397,684605758.5802156
0.0649246231155779,685982735.5685611
0.06577889447236182,687350342.5617584
0.06663316582914573,688708768.2774107
0.06748743718592966,690058195.1820962
0.06834170854271357,691398799.7774637
0.0691959798994975,692730752.8697096
0.0700502512562814,694054219.8236027
0.07090452261306533,695369360.8021235
0.07175879396984926,696676330.9927043
0.07261306532663317,697975280.8209717
0.0734673366834171,699266356.1528281
0.074321608040201,700549698.4856379
0.07517587939698493,701825445.129229
0.07603015075376884,703093729.3773645
0.07688442211055277,704354680.6702924
0.0777386934673367,705608424.7489312
0.0785929648241206,706855083.8012139
0.07944723618090453,708094776.6010725
0.08030150753768844,709327618.6405083
0.08115577889447237,710553722.2551651
0.0820100502512563,711773196.743793
0.0828643216080402,712986148.481959
0.08371859296482413,714192681.0303433
0.08457286432160804,715392895.2379295
0.08542713567839197,716586889.3403821
0.08628140703517588,717774759.053883
0.0871356783919598,718956597.6646781
0.08798994974874373,720132496.1145756
0.08884422110552764,721302543.0826122
0.08969849246231157,722466825.0630994
0.09055276381909548,723625426.4402423
0.0914070351758794,724778429.559513
0.09226130653266332,725925914.7959496
0.09311557788944724,727067960.6195418
0.09396984924623117,728204643.6578522
0.09482412060301508,729336038.7560167
0.095678391959799,730462219.0342549
0.09653266331658292,731583255.9430169
0.09738693467336684,732699219.3158836
0.09824120603015075,733810177.420332
0.09909547738693468,734916197.0064683
0.0999497487437186,736017343.3538303
0.10080402010050252,737113680.3163478
0.10165829145728644,738205270.3655523
0.10251256281407035,739292174.6321174
0.10336683417085428,740374452.9458069
0.1042211055276382,741452163.8739065
0.10507537688442212,742525364.7582076
0.10592964824120604,743594111.7506094
0.10678391959798995,744658459.8474033
0.10763819095477388,745718462.9222955
0.10849246231155779,746774173.7582285
0.10934673366834172,747825644.0780504
0.11020100502512564,748872924.5740852
0.11105527638190955,749916064.9366508
0.11190954773869348,750955113.8815694
0.11276381909547739,751990119.1767168
0.11361809045226132,753021127.6676453
0.11447236180904523,754048185.3023267
0.11532663316582915,755071337.1550449
0.11618090452261308,756090627.44948
0.11703517587939699,757106099.581012
0.11788944723618092,758117796.138279
0.11874371859296483,759125758.9240189
0.11959798994974875,760130028.975225
0.12045226130653268,761130646.5826404
0.12130653266331659,762127651.3096192
0.12216080402010052,763121082.0103804
0.12301507537688443,764110976.8476753
0.12386934673366835,765097373.3098946
0.12472361809045227,766080308.2276331
0.1255778894472362,767059817.7897378
0.12643216080402012,768035937.558853
0.12728643216080404,769008702.4864868
0.12814070351758794,769978146.9276137
0.12899497487437186,770944304.6548321
0.1298492462311558,771907208.8720922
0.13070351758793972,772866892.2280108
0.13155778894472364,773823386.8287885
0.13241206030150754,774776724.2507424
0.13326633165829146,775726935.5524694
0.1341206030150754,776674051.2866521
0.13497487437185932,777618101.511522
0.1358291457286432,778559115.80199
0.13668341708542714,779497123.2604575
0.13753768844221106,780432152.527317
0.138391959798995,781364231.7911572
0.13924623115577892,782293388.7986774
0.1401005025125628,783219650.8643259
0.14095477386934674,784143044.8796684
0.14180904522613066,785063597.3224978
0.1426633165829146,785981334.2656932
0.14351758793969852,786896281.3858359
0.1443718592964824,787808463.9715915
0.14522613065326634,788717906.9318658
0.14608040201005026,789624634.8037406
0.1469346733668342,790528671.7601986
0.14778894472361812,791430041.6176424
0.148643216080402,792328767.8432152
0.14949748743718594,793224873.56193
0.15035175879396986,794118381.5636116
0.1512060301507538,795009314.3096597
0.1520603015075377,795897693.9396372
0.1529145728643216,796783542.2776884
0.15376884422110554,797666880.8387961
0.15462311557788946,798547730.8348775
0.1554773869346734,799426113.1807275
0.1563316582914573,800302048.4998131
0.1571859296482412,801175557.1299232
0.15804020100502514,802046659.1286781
0.15889447236180906,802915374.278903
0.159748743718593,803781722.0938709
0.1606030150753769,804645721.822415
0.1614572864321608,805507392.4539207
0.16231155778894474,806366752.7231939
0.16316582914572866,807223821.1152136
0.1640201005025126,808078615.8697727
0.1648743718592965,808931154.9860046
0.1657286432160804,809781456.2268076
0.16658291457286434,810629537.1231618
0.16743718592964826,811475414.9783463
0.16829145728643216,812319106.8720589
0.1691457286432161,813160629.6644391
0.17,814000000.0
